,tokens,ner_tags
1666,"['Bukan', 'hanya', 'jalan', 'yang', 'mulus', 'dan', 'bangunan', 'yang', 'megah', 'namun', 'juga', 'akses', 'yang', 'adil', 'dan', 'merata', 'terhadap', 'infrastruktur', 'dasar', 'yang', 'lebih', 'luas', 'ruang', 'terbuka', 'hijau', 'hingga', 'menciptakan', 'pusat', 'pusat', 'ekonomi', 'baru', 'di', 'pusat', 'pusat', 'kecamatan', 'kata', 'Edy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
634,"['Menteri', 'PPN', 'Sebut', 'Makan', 'Bergizi', 'Gratis', 'Bisa', 'Kerek', 'Pertumbuhan', 'Ekonomi', '0,1', 'Persen']","[11, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 22]"
2009,"['Serta', 'positif', 'nya', 'dampak', 'KLM', 'Kebijakan', 'Likuiditas', 'Makroprudensial', 'Bank', 'Indonesia', 'kata', 'dia', 'dalam', 'konferensi', 'pers', 'Rapat', 'Dewan', 'Gubernur', 'BI', 'dikutip', 'Jumat', '22/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 9, 9, 9, 9, 0, 5, 17]"
1290,"['Sepanjang', '2019-2024', 'warga', 'kelas', 'menengah', 'berkurang', '9,48', 'juta', 'orang', 'menjadi', 'hanya', '47,85', 'juta']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
579,"['Di', 'Indonesia', 'oligarki', 'tumbuh', 'subur', 'dalam', 'sistem', 'demokrasi', 'khususnya', 'dalam', 'gelaran', 'Pemilu', 'dan', 'Pilkada']","[0, 3, 0, 12, 16, 0, 0, 0, 0, 0, 0, 18, 9, 9]"
1934,"['Berarti', 'naik', 'nya', 'ekstrem', 'sekali', 'tarif', 'PPN', 'dalam', '2', 'tahun', 'terakhir']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1446,"['Pertumbuhan', 'itu', 'salah', 'satu', 'nya', 'ditopang', 'oleh', 'industri', 'pengolahan', 'menjadi', 'sumber', 'pertumbuhan', 'tertinggi', 'yaitu', 'sebesar', '0,96', '%']","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 22]"
892,"['Jadi', 'selama', 'ini', 'yang', 'kita', 'lakukan', 'itu', 'sudah', 'cukup', 'baik', 'tetapi', 'tidak', 'akan', 'bisa', 'menghentikan', 'judi', 'online', 'ini', 'ujar', 'Pratama', 'dalam', 'diskusi', 'yang', 'sama']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
2581,"['Bagi', 'mereka', 'yang', 'kesulitan', 'mendapatkan', 'akses', 'kredit', 'konvensional', 'mereka', 'akan', 'mengandalkan', 'pembiayaan', 'alternatif', 'salah', 'satu', 'nya', 'adalah', 'paylater']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
780,"['Hal', 'tersebut', 'disampaikan', 'pada', 'sesi', 'bertajuk', 'CEO', 'Climate', 'Talks', 'Unlocking', 'Innovative', 'Climate', 'Financing', 'dalam', 'acara', 'Conference', 'of', 'the', 'Parties', 'COP', 'ke-29', 'di', 'Baku', 'Azerbaijan', 'Senin', '11/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
159,"['Kepala', 'Ekonom', 'Bank', 'Permata', 'Josua', 'Pardede', 'memperkirakan', 'pertumbuhan', 'ekonomi', 'Kuartal', 'III', '2024', 'sedikit', 'lebih', 'rendah', 'dari', 'kuartal', 'II', '2024', 'yakni', 'menjadi', '5,02', '%']","[0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
2276,"['Melainkan', 'telah', 'terwujud', 'dalam', 'langkah-langkah', 'konkret', 'yang', 'telah', 'dilaksanakan']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1455,"['Kerja', 'sama', 'ditandai', 'dengan', 'penandatanganan', 'Memorandum', 'of', 'Understanding', 'MoU', 'tentang', 'Deepening', 'Blue', 'Economy', 'Cooperation', 'oleh', 'Menteri', 'Koordinator', 'Bidang', 'Perekonomian', 'Airlangga', 'Hartarto', 'dan', 'Menteri', 'Perdagangan', 'China', 'MOFCOM', 'Wang', 'Wentao']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2167,"['Dengan', 'potensi', 'besar', 'yang', 'dimiliki', 'KEK', 'Industri', 'Halal', 'Sidoarjo', 'diharapkan', 'menjadi', 'ekosistem', 'yang', 'mendukung', 'semua', 'proses', 'mulai', 'dari', 'produksi', 'pengolahan', 'hingga', 'distribusi', 'produk', 'halal', 'secara', 'menyeluruh']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61,"['Prabowo', 'pun', 'mengundang', 'pelaku', 'usaha', 'Brasil', 'untuk', 'berinvestasi', 'di', 'sektor', 'ini', 'sekaligus', 'mendukung', 'program', 'hilirisasi', 'sumber', 'daya', 'alam', 'Indonesia']","[6, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
849,"['Tim', 'dari', 'SMK', 'Yadika', '1', 'tim', '1', 'berhasil', 'meraih', 'juara', 'pertama', 'sementara', 'SMK', 'Dharma', 'Widya', 'berada', 'di', 'posisi', 'kedua', 'dan', 'tim', 'lain', 'dari', 'SMK', 'Yadika', '1', 'tim', '2', 'menduduki', 'peringkat', 'ketiga']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1948,"['Kita', 'harus', 'membedakan', 'pengambilan', 'keputusan', 'apakah', 'keputusan', 'itu', 'adalah', 'kebijakan', 'yang', 'diambil', 'apakah', 'sifat', 'nya', 'benar', 'merugikan', 'negara', 'apabila', 'dilihat', 'jangka', 'pendek', 'karena', 'bisnis', 'dalam', 'jangka', 'pendek', 'belum', 'bisa', 'menghasilkan', 'return']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2702,"['Wakil', 'Menteri', 'Pertanian', 'Sudaryono', 'mengatakan', 'ada', 'sekitar', '60', 'pelaku', 'industri', 'dalam', 'maupun', 'luar', 'negeri', 'yang', 'berkomitmen', 'investasi', 'sapi', 'perah', 'di', 'Indonesia']","[11, 2, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 3]"
1043,"['Sejalan', 'dengan', 'itu', 'pelaku', 'usaha', 'mikro', 'kecil', 'dan', 'menengah', 'UMKM', 'pun', 'bisa', 'mendapatkan', 'dampak', 'positif', 'dari', 'kenaikan', 'konsumsi', 'pekerja', 'yang', 'lebih', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2334,"['Untuk', 'tema', 'dan', 'sub-tema', 'serta', 'panelis', 'di', 'debat', 'kedua', 'ini', 'berbeda', 'dengan', 'debat', 'yang', 'pertama']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1700,"['Arti', 'nya', 'Indonesia', 'masih', 'akan', 'terjebak', 'dalam', 'pertumbuhan', 'ekonomi', '5', '%', 'sebagaimana', 'yang', 'terjadi', '10', 'tahun', 'terakhir']","[0, 0, 3, 0, 0, 0, 0, 12, 16, 21, 22, 0, 0, 0, 0, 0, 0]"
1427,"['Ridwan', 'pun', 'mengajak', 'para', 'pengembang', 'properti', 'ikut', 'andil', 'dalam', 'proses', 'pembangunan', 'tersebut']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1070,"['Ketika', 'PPN', 'naik', 'dari', '11', '%', 'menjadi', '12', '%', 'hampir', 'semua', 'barang', 'dan', 'jasa', 'yang', 'dikonsumsi', 'masyarakat', 'akan', 'menjadi', 'lebih', 'mahal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
53,"['Saya', 'telah', 'mengirim', 'Menteri', 'Luar', 'Negeri', 'untuk', 'menghadiri', 'KTT', 'BRICS', 'di', 'Kazan', 'hanya', 'sehari', 'setelah', 'kabinet', 'saya', 'dilantik']","[0, 0, 0, 11, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1951,"['Terbitkan', 'Perpres', 'Nomor', '193', 'Tahun', '2024', 'Prabowo', 'Serius', 'Genjot', 'Ekonomi', 'Biru']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
505,"['Beberapa', 'anggaran', 'pemberdayaan', 'masyarakat', 'yang', 'diarahkan', 'untuk', 'meningkatkan', 'kesejahteraan', 'masyarakat', 'meningkat', 'tajam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
752,"['Tercatat', 'pertumbuhan', 'ekonomi', 'pada', 'Kuartal', 'III', '2023', 'mencapai', '4,94', '%', 'secara', 'tahunan']","[0, 12, 16, 0, 0, 0, 5, 0, 0, 0, 0, 22]"
1738,"['Meskipun', 'kebijakan', 'ini', 'terdengar', 'luas', 'tidak', 'semua', 'UMKM', 'dapat', 'menikmati', 'manfaat', 'penghapusan', 'utang']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
1793,"['Masih', 'banyak', 'yang', 'lebih', 'memilih', 'layanan', 'perbankan', 'melalui', 'agen']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2227,"['Di', 'Tanah', 'Air', 'beberapa', 'organisasi', 'telah', 'hadir', 'untuk', 'mewadahi', 'penyaluran', 'bahan', 'makanan', 'imperfect', 'dan', 'sisa', 'pangan', 'layak', 'konsumsi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2475,"['Keluarga', 'kami', 'ajak', 'untuk', 'kompak', 'karena', 'dengan', 'kekompakan', 'itu', 'maka', 'adab', 'terbangun', 'terang', 'Dharma']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2799,"['Untuk', 'mendirikan', 'satu', 'Family', 'Office', 'biaya', 'yang', 'diperlukan', 'berkisar', 'antara', '1-2', '%', 'dari', 'nilai', 'kekayaan', 'keluarga']","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1266,"['Blue', 'economy', 'mendukung', 'ekonomi', 'dan', 'konservasi', 'maritim', 'green', 'economy', 'menekankan', 'keberlanjutan', 'ekonomi', 'dan', 'sosial', 'sementara', 'circular', 'economy', 'mempromosikan', 'siklus', 'produksi', 'untuk', 'menjaga', 'kelestarian', 'lingkungan', 'dan', 'kesejahteraan', 'manusia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
2304,"['Kata', 'Menaker', 'Penentuan', 'UMP', '2025', 'Pakai', 'Formula', 'yang', 'Sudah', 'Dipahami']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
2392,"['Kalau', 'tidak', 'ada', 'itu', 'kan', 'kita', 'susah', 'ya', 'untuk', 'bisa', 'optimis', 'dengan', 'ambisi', '8', '%', 'itu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 0]"
771,"['Acara', 'KUR', 'Meets', 'The', 'Press', 'juga', 'menjadi', 'ajang', 'penting', 'untuk', 'konsolidasi', 'nasional', 'seluruh', 'stakeholder', 'yang', 'terlibat', 'dalam', 'program', 'KUR', 'termasuk', 'para', 'awak', 'media', 'yang', 'telah', 'berperan', 'besar', 'dalam', 'menyebarluaskan', 'informasi', 'mengenai', 'kebijakan', 'KUR', 'kepada', 'masyarakat']","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
2623,"['Bullion', 'bank', 'dapat', 'menyediakan', 'layanan', 'kegiatan', 'perbankan', 'dengan', 'instrumen', 'logam', 'mulia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1539,"['Hal', 'ini', 'tentu', 'akan', 'turut', 'mengerek', 'inflasi', 'AS']","[0, 0, 0, 0, 0, 0, 12, 16]"
2509,"['Hal', 'ini', 'berdasarkan', 'laporan', 'terbaru', 'Mind', 'the', 'strategy', 'gap', 'dari', 'lembaga', 'nirlaba', 'investasi', 'ShareAction', 'yang', 'menilai', 'upaya', 'bank', 'dalam', 'pengurangan', 'emisi', 'dan', 'strategi', 'mereka', 'untuk', 'meningkatkan', 'keuangan', 'berkelanjutan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1085,"['Untuk', 'AS', 'kata', 'Perry', 'dinamika', 'politik', 'ini', 'akan', 'berdampak', 'pada', 'melambat', 'nya', 'proses', 'penurunan', 'inflasi', 'sehingga', 'penurunan', 'suku', 'bunga', 'acuan', 'AS', 'Fed', 'Fund', 'Rate', 'FFR', 'diperkirakan', 'juga', 'akan', 'lebih', 'terbatas']","[0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 12, 16, 0, 0, 19, 19, 19, 19, 0, 0, 0, 0, 0, 19]"
1507,"['Sementara', 'itu', 'BRICS', 'adalah', 'akronim', 'dari', 'negara-negara', 'di', 'awal', 'organisasi', 'tersebut', 'terbentuk']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1325,"['Jadi', 'klop', 'dengan', 'apa', 'yang', 'dicita-citakan', 'pemerintah', 'program', 'pemerintah', 'maka', 'fokus', 'lah', 'pada', 'swasembada', 'pangan', 'papar', 'nya', 'dalam', 'siaran', 'pers']","[0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1936,"['Perkuat', 'Peran', 'BUMN', 'lewat', 'Merger', 'dan', 'Akuisisi']","[0, 0, 0, 0, 0, 0, 0]"
1503,"['Saat', 'menyampaikan', 'keterangan', 'nya', 'tersebut', 'Presiden', 'Prabowo', 'didampingi', 'Menteri', 'Luar', 'Negeri', 'Menlu', 'Sugiono', 'dan', 'Menteri', 'Investasi', 'dan', 'Hilirisasi', 'Kepala', 'Badan', 'Koordinasi', 'Penanaman', 'Modal', 'BKPM', 'Rosan', 'Roeslani']","[0, 0, 0, 0, 0, 0, 6, 0, 11, 2, 2, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1449,"['Kemudian', 'industri', 'logam', 'dasar', 'yang', 'tumbuh', '12,36', '%', 'sejalan', 'dengan', 'peningkatan', 'permintaan', 'luar', 'negeri', 'untuk', 'logam', 'dasar', 'khususnya', 'besi', 'dan', 'baja']","[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1475,"['Laporan', 'dari', 'Kamar', 'Dagang', 'Internasional', 'ICC', 'mencatat', 'cuaca', 'ekstrem', 'telah', 'merugikan', 'dunia', 'sebesar', '2', 'triliun', 'dollar', 'AS', 'selama', 'dekade', 'terakhir']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1476,"['Hasil', 'tersebut', 'didapat', 'setelah', 'melakukan', 'analisis', 'terhadap', '4.000', 'peristiwa', 'ekstrem', 'terkait', 'iklim', 'mulai', 'dari', 'banjir', 'bandang', 'hingga', 'kekeringan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
2505,"['Menurut', 'riset', 'GBG', 'lebih', 'dari', '56', '%', 'bisnis', 'di', 'Indonesia', 'telah', 'menjadi', 'korban', 'dari', 'berbagai', 'bentuk', 'fraud', 'digital']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1163,"['Toyota', 'Masih', 'Tunggu', 'Keputusan', 'PPN', '12', 'Persen', 'Berharap', 'Kebijakan', 'Lain']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
963,"['Saat', 'dipergoki', 'oleh', 'petugas', 'pompa', 'underpass', 'Angkasa', 'kedua', 'tersangka', 'sudah', 'memotong', 'kabel', 'sepanjang', '30', 'meter']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
1461,"['Kolaborasi', 'ini', 'sangat', 'penting', 'bagi', 'Indonesia', 'yang', 'merupakan', 'negara', 'kepulauan', 'dan', 'RRT', 'China', 'yang', 'merupakan', 'salah', 'satu', 'negara', 'dengan', 'perkembangan', 'teknologi', 'kelautan', 'yang', 'sangat', 'cepat', 'di', 'dunia', 'kata', 'Airlangga']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
398,"['Salah', 'satu', 'nya', 'didorong', 'oleh', 'tren', 'live', 'shopping']","[0, 0, 0, 0, 0, 0, 0, 0]"
584,"['Sering', 'kali', 'memanfaatkan', 'apa', 'yang', 'dikenal', 'sebagai', 'fenomena', 'post-truth', 'atau', 'pasca-kebenaran', 'di', 'mana', 'fakta', 'objektif', 'dikalahkan', 'oleh', 'emosi', 'dan', 'keyakinan', 'pribadi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
948,"['Maka', 'dari', 'itu', 'Kemenaker', 'mendukung', 'desk', 'ini', 'dan', 'mengapresiasi', 'upaya', 'Menko', 'Polkam', 'Budi', 'Gunawan', 'serta', 'Menkeu', 'Sri', 'Mulyani']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
704,"['Nah', 'kalau', 'dilihat', 'dari', 'data', 'statistik', 'hampir', '87', '%', 'ekspor', 'kita', 'itu', 'berasal', 'dari', 'negara-negara', 'mitra', 'yang', 'memiliki', 'perjanjian', 'perdagangan', 'bebas', 'ini', 'ujar', 'dia']","[0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
431,"['Oleh', 'karena', 'itu', 'perekonomian', 'harus', 'ditingkatkan', 'agar', 'warga', 'tidak', 'perlu', 'pergi', 'ke', 'luar', 'negeri', 'untuk', 'mencari', 'nafkah', 'ujar', 'Risma']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
292,"['Tujuan', 'nya', 'untuk', 'memperoleh', 'kontrol', 'langsung', 'atas', 'aset', 'atau', 'bisnis', 'bisa', 'berupa', 'dengan', 'bentuk', 'joint', 'ventures', 'kemitraan', 'atau', 'mergers', 'and', 'acquisitions']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,"['Izin', 'Pak', 'Jaksa', 'saya', 'baru', 'mengembalikan', 'kalau', 'menurut', 'informasi', 'dari', 'istri', 'saya', 'baru', 'Rp', '300', 'ribu', 'jawab', 'Ubaidillah']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1818,"['Kedua', 'investasi', 'juga', 'memungkinkan', 'startup', 'untuk', 'ekspansi', 'pasar', 'yang', 'lebih', 'agresif']","[14, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1920,"['Penghitungan', 'kenaikan', 'pajak', 'pertambahan', 'nilai', 'PPN', 'dari', '11', '%', 'menjadi', '12', '%', 'menjadi', 'perdebatan', 'masyarakat', 'di', 'media', 'sosial', 'X']","[0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 21, 22, 0, 0, 0, 0, 0, 0, 0]"
1165,"['Menanggapi', 'hal', 'tersebut', 'PT', 'Toyota', 'Astra', 'Motor', 'TAM', 'berharap', 'pemerintah', 'juga', 'memberikan', 'kebijakan', 'lain', 'agar', 'pertumbuhan', 'ekonomi', 'lebih', 'baik']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 12, 16, 0, 0]"
2,"['Alumni', 'generasi', 'pertama', 'beasiswa', 'LPDP', 'master-doktor']","[0, 0, 0, 0, 0, 19]"
576,"['Dikutip', 'dari', '20/12/2021', 'oligarki', 'berasal', 'dari', 'bahasa', 'Yunani', 'oligarkhes', 'yang', 'berarti', 'sedikit', 'yang', 'memerintah']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2145,"['Salah', 'satu', 'langkah', 'yang', 'cukup', 'kontroversial', 'adalah', 'rencana', 'menurunkan', 'Pajak', 'Penghasilan', 'PPh', 'Badan', 'dari', '22', '%', 'menjadi', '20', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 21, 22]"
339,"['Pertumbuhan', 'Ekonomi', 'Harus', 'Dibarengi', 'Pemenuhan', 'Komitmen', 'NZE']","[12, 16, 0, 0, 0, 0, 0]"
1399,['A'],[0]
925,"['Kementerian', 'Ketenagakerjaan', 'Kemenaker', 'terus', 'menunjukkan', 'komitmen', 'nya', 'dalam', 'melindungi', 'lapangan', 'kerja', 'di', 'Indonesia', 'dengan', 'mendukung', 'inisiatif', 'pembentukan', 'Desk', 'Pencegahan', 'dan', 'Pemberantasan', 'Penyelundupan', 'di', 'Bidang', 'Kepabeanan']","[11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
265,"['Menurut', 'Riefky', 'sektor', 'ekonomi', 'kreatif', 'berpotensi', 'menjadi', 'tulang', 'punggung', 'ekonomi', 'daerah', 'melalui', 'inovasi', 'dan', 'teknologi', 'mengubah', 'usaha', 'kecil', 'dan', 'menengah', 'UMKM', 'menjadi', 'ekonomi', 'kreatif']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
376,"['Semalam', 'Hizbullah', 'juga', 'mengeklaim', 'dua', 'serangan', 'roket', 'yang', 'menargetkan', 'markas', 'batalion', 'infanteri', 'di', 'Israel', 'utara']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
2797,"['Koordinasi', 'dilakukan', 'oleh', 'salah', 'satu', 'keluarga']","[0, 0, 0, 0, 0, 0]"
271,"['Riefky', 'menekankan', 'penting', 'nya', 'peralihan', 'ekonomi', 'Indonesia', 'menuju', 'sektor', 'padat', 'cipta', 'yang', 'didorong', 'oleh', 'kreativitas', 'dan', 'teknologi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
696,"['Untuk', 'tahun', 'depan', 'Kemendag', 'menargetkan', 'pertumbuhan', 'ekspor', '7,1', '%', 'untuk', 'mendukung', 'pertumbuhan', 'ekonomi', '5,06', '%']","[0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 12, 16, 0, 22]"
2754,"['Menurut', 'data', 'PPATK', 'perputaran', 'uang', 'dari', 'judi', 'online', 'mencapai', 'Rp', '327', 'triliun', 'pada', '2023', 'dan', 'Rp', '110', 'triliun', 'pada', 'kuartal', 'pertama', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
244,"['Atasi', 'Ketimpangan', 'Sosial', 'Ridwan', 'Kamil', 'Bakal', 'Bangun', 'Kawasan', 'Ekonomi', 'Khusus', 'di', 'Jakarta', 'Utara']","[0, 12, 16, 6, 8, 0, 0, 0, 0, 0, 0, 3, 15]"
1924,"['Ekonom', 'sekaligus', 'Direktur', 'Center', 'of', 'Economic', 'and', 'Law', 'Studies', 'CELIOS', 'Bhima', 'Yudhistira', 'mengatakan', 'jika', 'dilihat', 'dari', 'selisih', 'tarif', 'memang', 'tarif', 'PPN', 'hanya', 'naik', '1', '%', 'dari', '11', '%', 'ke', '12', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
476,"['Ada', 'beberapa', 'penyebab', 'angka', 'perceraian', 'tinggi', 'di', 'Kota', 'Semarang']","[0, 0, 0, 0, 0, 0, 0, 3, 15]"
1487,"['Di', 'sana', 'nilai', 'aset', 'jauh', 'lebih', 'tinggi', 'dan', 'angka', 'kematian', 'seperti', 'akibat', 'gelombang', 'panas', 'dihitung', 'jauh', 'lebih', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1510,"['Iran', 'Mesir', 'Etiophia', 'dan', 'Uni', 'Emirat', 'Arab', 'UEA', 'saat', 'ini', 'sudah', 'bergabung', 'dalam', 'BRICS', 'Plus']","[3, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
1624,"['Alih-alih', 'menaikkan', 'pungutan', 'pajak', 'pemerintah', 'justru', 'diminta', 'untuk', 'memberikan', 'stimulus', 'yang', 'dapat', 'mendongkrak', 'konsumsi', 'rumah', 'tangga']","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1472,"['Sehingga', 'ia', 'memanfaatkan', 'momen', 'kali', 'ini', 'untuk', 'sekaligus', 'berkunjung', 'ke', 'berbagai', 'negara']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2760,"['Sementara', 'itu', 'Menteri', 'Komunikasi', 'dan', 'Digital', 'Meutya', 'Hafid', 'menyebutkan', 'bahwa', 'pihak', 'nya', 'berkomitmen', 'untuk', 'menciptakan', 'ruang', 'digital', 'yang', 'sehat', 'bagi', 'amsyarakat']","[0, 0, 11, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
