,sentence,pos_tag,iob_ner
681,"Strategi tersebut mencakup peningkatan pemanfaatan energi baru terbarukan (EBT), pengurangan energi fosil, penggunaan kendaraan listrik, optimalisasi listrik untuk rumah tangga dan industri, serta penerapan teknologi Carbon Capture and Storage (CCS).","[('Strategi', np.str_('NN')), ('tersebut', np.str_('DT')), ('mencakup', np.str_('VB')), ('peningkatan', np.str_('NN')), ('pemanfaatan', np.str_('NN')), ('energi', np.str_('NN')), ('baru', np.str_('JJ')), ('terbarukan', np.str_('VB')), ('(', 'SYM'), ('EBT', np.str_('NNP')), (')', 'SYM'), (',', 'SYM'), ('pengurangan', np.str_('NN')), ('energi', np.str_('NN')), ('fosil', np.str_('NN')), (',', 'SYM'), ('penggunaan', np.str_('NN')), ('kendaraan', np.str_('NN')), ('listrik', np.str_('NN')), (',', 'SYM'), ('optimalisasi', np.str_('NN')), ('listrik', np.str_('NN')), ('untuk', np.str_('SC')), ('rumah', np.str_('NN')), ('tangga', np.str_('NN')), ('dan', np.str_('CC')), ('industri', np.str_('NN')), (',', 'SYM'), ('serta', np.str_('CC')), ('penerapan', np.str_('NN')), ('teknologi', np.str_('NN')), ('Carbon', np.str_('NNP')), ('Capture', np.str_('NNP')), ('and', np.str_('NNP')), ('Storage', np.str_('NNP')), ('(', 'SYM'), ('CCS', np.str_('NNP')), (')', 'SYM'), ('.', 'SYM')]","[('Strategi', 'O'), ('tersebut', 'O'), ('mencakup', 'O'), ('peningkatan', 'O'), ('pemanfaatan', 'O'), ('energi', 'O'), ('baru', 'O'), ('terbarukan', 'O'), ('EBT', 'O'), ('pengurangan', 'O'), ('energi', 'O'), ('fosil', 'O'), ('penggunaan', 'O'), ('kendaraan', 'O'), ('listrik', 'O'), ('optimalisasi', 'O'), ('listrik', 'O'), ('untuk', 'O'), ('rumah', 'O'), ('tangga', 'O'), ('dan', 'O'), ('industri', 'O'), ('serta', 'O'), ('penerapan', 'O'), ('teknologi', 'B-PRD'), ('Carbon', 'I-PRD'), ('Capture', 'O'), ('and', 'O'), ('Storage', 'O'), ('CCS', 'O')]"
682,"Hingga Oktober 2024, BSN telah menetapkan 15.432 Standar Nasional Indonesia (SNI), termasuk empat SNI terkait CCS.","[('Hingga', np.str_('IN')), ('Oktober', np.str_('NNP')), ('2024', np.str_('NUM')), (',', 'SYM'), ('BSN', np.str_('NNP')), ('telah', np.str_('ADV')), ('menetapkan', np.str_('VB')), ('15.432', np.str_('NUM')), ('Standar', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('(', 'SYM'), ('SNI', np.str_('NNP')), (')', 'SYM'), (',', 'SYM'), ('termasuk', np.str_('VB')), ('empat', np.str_('NUM')), ('SNI', np.str_('NNP')), ('terkait', np.str_('VB')), ('CCS', np.str_('NNP')), ('.', 'SYM')]","[('Hingga', 'O'), ('Oktober', 'B-DAT'), ('2024', 'I-DAT'), ('BSN', 'O'), ('telah', 'O'), ('menetapkan', 'O'), ('15.432', 'O'), ('Standar', 'O'), ('Nasional', 'O'), ('Indonesia', 'O'), ('SNI', 'O'), ('termasuk', 'O'), ('empat', 'O'), ('SNI', 'O'), ('terkait', 'O'), ('CCS', 'O')]"
683,"Kukuh menyatakan,","[('Kukuh', np.str_('NNP')), ('menyatakan', np.str_('VB')), (',', 'SYM')]","[('Kukuh', 'B-PER'), ('menyatakan', 'O')]"
684,"“Standardisasi ini tidak hanya mendukung transformasi ekonomi, tetapi juga memperkuat daya saing nasional dan menciptakan efisiensi sumber daya,” kata Kukuh.","[('""', 'SYM'), ('Standardisasi', np.str_('NNP')), ('ini', np.str_('DT')), ('tidak', np.str_('NEG')), ('hanya', np.str_('ADV')), ('mendukung', np.str_('VB')), ('transformasi', np.str_('NN')), ('ekonomi', np.str_('NN')), (',', 'SYM'), ('tetapi', np.str_('CC')), ('juga', np.str_('ADV')), ('memperkuat', np.str_('VB')), ('daya', np.str_('NN')), ('saing', np.str_('NN')), ('nasional', np.str_('JJ')), ('dan', np.str_('CC')), ('menciptakan', np.str_('VB')), ('efisiensi', np.str_('NN')), ('sumber', np.str_('NN')), ('daya', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Kukuh', np.str_('NNP')), ('.', 'SYM')]","[('Standardisasi', 'O'), ('ini', 'O'), ('tidak', 'O'), ('hanya', 'O'), ('mendukung', 'O'), ('transformasi', 'O'), ('ekonomi', 'O'), ('tetapi', 'O'), ('juga', 'O'), ('memperkuat', 'O'), ('daya', 'O'), ('saing', 'O'), ('nasional', 'O'), ('dan', 'O'), ('menciptakan', 'O'), ('efisiensi', 'O'), ('sumber', 'O'), ('daya', 'O'), ('kata', 'O'), ('Kukuh', 'O')]"
685,"Tahun ini, BMN juga menjadi momentum refleksi atas 10 tahun pemberlakuan Undang-Undang Nomor 20 Tahun 2014 tentang Standardisasi dan Penilaian Kesesuaian.","[('Tahun', np.str_('NN')), ('ini', np.str_('DT')), (',', 'SYM'), ('BMN', np.str_('NNP')), ('juga', np.str_('ADV')), ('menjadi', np.str_('VB')), ('momentum', np.str_('NN')), ('refleksi', np.str_('NN')), ('atas', np.str_('NN')), ('10', np.str_('NUM')), ('tahun', np.str_('NN')), ('pemberlakuan', np.str_('NN')), ('Undang-Undang', np.str_('NNP')), ('Nomor', np.str_('NNP')), ('20', np.str_('NUM')), ('Tahun', np.str_('NNP')), ('2014', np.str_('NUM')), ('tentang', np.str_('IN')), ('Standardisasi', np.str_('NNP')), ('dan', np.str_('CC')), ('Penilaian', np.str_('NNP')), ('Kesesuaian', np.str_('NNP')), ('.', 'SYM')]","[('Tahun', 'O'), ('ini', 'O'), ('BMN', 'O'), ('juga', 'O'), ('menjadi', 'O'), ('momentum', 'O'), ('refleksi', 'O'), ('atas', 'O'), ('10', 'O'), ('tahun', 'O'), ('pemberlakuan', 'O'), ('Undang-Undang', 'O'), ('Nomor', 'O'), ('20', 'O'), ('Tahun', 'O'), ('2014', 'O'), ('tentang', 'O'), ('Standardisasi', 'O'), ('dan', 'O'), ('Penilaian', 'O'), ('Kesesuaian', 'O')]"
686,"Selama satu dekade terakhir, standardisasi telah memberikan kontribusi signifikan dalam berbagai sektor, termasuk UMKM.","[('Selama', np.str_('IN')), ('satu', np.str_('NUM')), ('dekade', np.str_('NN')), ('terakhir', np.str_('JJ')), (',', 'SYM'), ('standardisasi', np.str_('NN')), ('telah', np.str_('ADV')), ('memberikan', np.str_('VB')), ('kontribusi', np.str_('NN')), ('signifikan', np.str_('JJ')), ('dalam', np.str_('IN')), ('berbagai', np.str_('DT')), ('sektor', np.str_('NN')), (',', 'SYM'), ('termasuk', np.str_('VB')), ('UMKM', np.str_('NNP')), ('.', 'SYM')]","[('Selama', 'O'), ('satu', 'B-CRD'), ('dekade', 'O'), ('terakhir', 'O'), ('standardisasi', 'O'), ('telah', 'O'), ('memberikan', 'O'), ('kontribusi', 'O'), ('signifikan', 'O'), ('dalam', 'O'), ('berbagai', 'O'), ('sektor', 'O'), ('termasuk', 'O'), ('UMKM', 'O')]"
687,"Hingga Oktober 2024, sebanyak 775.763 pelaku UMKM telah mendapatkan tanda SNI Bina UMK untuk lebih dari 910.181 produk, mendukung keberlanjutan ekonomi masyarakat.","[('Hingga', np.str_('IN')), ('Oktober', np.str_('NNP')), ('2024', np.str_('NUM')), (',', 'SYM'), ('sebanyak', np.str_('NN')), ('775.763', np.str_('NUM')), ('pelaku', np.str_('NN')), ('UMKM', np.str_('NNP')), ('telah', np.str_('ADV')), ('mendapatkan', np.str_('VB')), ('tanda', np.str_('NN')), ('SNI', np.str_('NNP')), ('Bina', np.str_('NNP')), ('UMK', np.str_('NNP')), ('untuk', np.str_('SC')), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('910.181', np.str_('NUM')), ('produk', np.str_('NN')), (',', 'SYM'), ('mendukung', np.str_('VB')), ('keberlanjutan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('masyarakat', np.str_('NN')), ('.', 'SYM')]","[('Hingga', 'O'), ('Oktober', 'B-DAT'), ('2024', 'I-DAT'), ('sebanyak', 'O'), ('775.763', 'O'), ('pelaku', 'O'), ('UMKM', 'O'), ('telah', 'O'), ('mendapatkan', 'O'), ('tanda', 'O'), ('SNI', 'O'), ('Bina', 'O'), ('UMK', 'O'), ('untuk', 'O'), ('lebih', 'O'), ('dari', 'O'), ('910.181', 'O'), ('produk', 'O'), ('mendukung', 'O'), ('keberlanjutan', 'O'), ('ekonomi', 'O'), ('masyarakat', 'O')]"
688,"Dalam mendukung program nasional, seperti Makan Siang Bergizi Gratis yang diinisiasi Presiden Prabowo, BSN juga terus membina UMKM dan meningkatkan kesadaran masyarakat terhadap mutu dan keamanan pangan.","[('Dalam', np.str_('IN')), ('mendukung', np.str_('VB')), ('program', np.str_('NN')), ('nasional', np.str_('JJ')), (',', 'SYM'), ('seperti', np.str_('IN')), ('Makan', np.str_('VB')), ('Siang', np.str_('NNP')), ('Bergizi', np.str_('NNP')), ('Gratis', np.str_('NNP')), ('yang', np.str_('PR')), ('diinisiasi', np.str_('VB')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), (',', 'SYM'), ('BSN', np.str_('NNP')), ('juga', np.str_('ADV')), ('terus', np.str_('ADV')), ('membina', np.str_('VB')), ('UMKM', np.str_('NNP')), ('dan', np.str_('CC')), ('meningkatkan', np.str_('VB')), ('kesadaran', np.str_('NN')), ('masyarakat', np.str_('NN')), ('terhadap', np.str_('IN')), ('mutu', np.str_('NN')), ('dan', np.str_('CC')), ('keamanan', np.str_('NN')), ('pangan', np.str_('NN')), ('.', 'SYM')]","[('Dalam', 'O'), ('mendukung', 'O'), ('program', 'O'), ('nasional', 'O'), ('seperti', 'O'), ('Makan', 'O'), ('Siang', 'O'), ('Bergizi', 'O'), ('Gratis', 'O'), ('yang', 'O'), ('diinisiasi', 'O'), ('Presiden', 'O'), ('Prabowo', 'B-PER'), ('BSN', 'O'), ('juga', 'O'), ('terus', 'O'), ('membina', 'O'), ('UMKM', 'O'), ('dan', 'O'), ('meningkatkan', 'O'), ('kesadaran', 'O'), ('masyarakat', 'O'), ('terhadap', 'O'), ('mutu', 'O'), ('dan', 'O'), ('keamanan', 'O'), ('pangan', 'O')]"
689,"“Kolaborasi antar-pemangku kepentingan adalah kunci untuk memperkuat infrastruktur mutu nasional yang dapat menyeimbangkan pertumbuhan ekonomi, kelestarian lingkungan, dan efisiensi sumber daya,” tutup Kukuh.","[('""', 'SYM'), ('Kolaborasi', np.str_('NN')), ('antar-pemangku', np.str_('NN')), ('kepentingan', np.str_('NN')), ('adalah', np.str_('ADV')), ('kunci', np.str_('NN')), ('untuk', np.str_('SC')), ('memperkuat', np.str_('VB')), ('infrastruktur', np.str_('NN')), ('mutu', np.str_('NN')), ('nasional', np.str_('JJ')), ('yang', np.str_('PR')), ('dapat', np.str_('ADV')), ('menyeimbangkan', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), (',', 'SYM'), ('kelestarian', np.str_('NN')), ('lingkungan', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('efisiensi', np.str_('NN')), ('sumber', np.str_('NN')), ('daya', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('tutup', np.str_('VB')), ('Kukuh', np.str_('NNP')), ('.', 'SYM')]","[('Kolaborasi', 'O'), ('antar-pemangku', 'O'), ('kepentingan', 'O'), ('adalah', 'O'), ('kunci', 'O'), ('untuk', 'O'), ('memperkuat', 'O'), ('infrastruktur', 'B-ASSET_CLASS'), ('mutu', 'I-ASSET_CLASS'), ('nasional', 'O'), ('yang', 'O'), ('dapat', 'O'), ('menyeimbangkan', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekonomi', 'I-ECONOMIC_INDICATOR'), ('kelestarian', 'O'), ('lingkungan', 'O'), ('dan', 'O'), ('efisiensi', 'O'), ('sumber', 'O'), ('daya', 'O'), ('tutup', 'O'), ('Kukuh', 'O')]"
690,"Rangkaian kegiatan BMN 2024 mencakup Indonesia Standard and Conformity Assessment Summit, SNI Expo, SNI Award, dan berbagai seminar serta lokakarya yang diharapkan menjadi motor penggerak transformasi ekonomi berkelanjutan di Indonesia.","[('Rangkaian', np.str_('NN')), ('kegiatan', np.str_('NN')), ('BMN', np.str_('NNP')), ('2024', np.str_('NUM')), ('mencakup', np.str_('VB')), ('Indonesia', np.str_('NNP')), ('Standard', np.str_('NNP')), ('and', np.str_('NNP')), ('Conformity', np.str_('NNP')), ('Assessment', np.str_('NNP')), ('Summit', np.str_('NNP')), (',', 'SYM'), ('SNI', np.str_('NNP')), ('Expo', np.str_('NNP')), (',', 'SYM'), ('SNI', np.str_('NNP')), ('Award', np.str_('NNP')), (',', 'SYM'), ('dan', np.str_('CC')), ('berbagai', np.str_('DT')), ('seminar', np.str_('NN')), ('serta', np.str_('IN')), ('lokakarya', np.str_('NN')), ('yang', np.str_('PR')), ('diharapkan', np.str_('VB')), ('menjadi', np.str_('VB')), ('motor', np.str_('NN')), ('penggerak', np.str_('NN')), ('transformasi', np.str_('NN')), ('ekonomi', np.str_('NN')), ('berkelanjutan', np.str_('VB')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('.', 'SYM')]","[('Rangkaian', 'O'), ('kegiatan', 'O'), ('BMN', 'O'), ('2024', 'O'), ('mencakup', 'O'), ('Indonesia', 'O'), ('Standard', 'O'), ('and', 'O'), ('Conformity', 'O'), ('Assessment', 'O'), ('Summit', 'O'), ('SNI', 'O'), ('Expo', 'O'), ('SNI', 'O'), ('Award', 'O'), ('dan', 'O'), ('berbagai', 'O'), ('seminar', 'O'), ('serta', 'O'), ('lokakarya', 'O'), ('yang', 'O'), ('diharapkan', 'O'), ('menjadi', 'O'), ('motor', 'O'), ('penggerak', 'O'), ('transformasi', 'O'), ('ekonomi', 'O'), ('berkelanjutan', 'O'), ('di', 'O'), ('Indonesia', 'O')]"
691,Kemendag Targetkan Ekspor Tumbuh 7 hingga 9 Persen untuk Dukung Pertumbuhan Ekonomi 8 Persen,"[('Kemendag', np.str_('NNP')), ('Targetkan', np.str_('NNP')), ('Ekspor', np.str_('NNP')), ('Tumbuh', np.str_('NNP')), ('7', np.str_('NUM')), ('hingga', np.str_('IN')), ('9', np.str_('NUM')), ('Persen', np.str_('NUM')), ('untuk', np.str_('IN')), ('Dukung', np.str_('NNP')), ('Pertumbuhan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('8', np.str_('NUM')), ('Persen', np.str_('NNP'))]","[('Kemendag', 'O'), ('Targetkan', 'O'), ('Ekspor', 'O'), ('Tumbuh', 'B-ECONOMIC_INDICATOR'), ('7', 'O'), ('hingga', 'O'), ('9', 'O'), ('Persen', 'O'), ('untuk', 'O'), ('Dukung', 'O'), ('Pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('Ekonomi', 'I-ECONOMIC_INDICATOR'), ('8', 'O'), ('Persen', 'O')]"
692,Kementerian Perdagangan (Kemendag) menargetkan ekspor Indonesia tumbuh 7 hingga 9 % dalam lima tahun pemerintahan Presiden Prabowo Subianto.,"[('Kementerian', np.str_('NNP')), ('Perdagangan', np.str_('NNP')), ('(', 'SYM'), ('Kemendag', np.str_('NNP')), (')', 'SYM'), ('menargetkan', np.str_('VB')), ('ekspor', np.str_('NN')), ('Indonesia', np.str_('NNP')), ('tumbuh', np.str_('VB')), ('7', np.str_('NUM')), ('hingga', np.str_('IN')), ('9', np.str_('NUM')), ('%', np.str_('NUM')), ('dalam', np.str_('IN')), ('lima', np.str_('NUM')), ('tahun', np.str_('NN')), ('pemerintahan', np.str_('NN')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('.', 'SYM')]","[('Kementerian', 'B-NOR'), ('Perdagangan', 'I-NOR'), ('Kemendag', 'O'), ('menargetkan', 'O'), ('ekspor', 'O'), ('Indonesia', 'O'), ('tumbuh', 'B-ECONOMIC_INDICATOR'), ('7', 'O'), ('hingga', 'O'), ('9', 'O'), ('%', 'O'), ('dalam', 'O'), ('lima', 'O'), ('tahun', 'O'), ('pemerintahan', 'O'), ('Presiden', 'O'), ('Prabowo', 'O'), ('Subianto', 'O')]"
693,"Target itu diungkapkan Kepala Badan Kebijakan Perdagangan Kemendag Fajarini Puntodewi saat didapuk sebagai pembicara kunci pada acara Gambir Trade Talk #17 di Hotel Borobudur, Jakarta Pusat, Selasa (19/11/2024).","[('Target', np.str_('NN')), ('itu', np.str_('DT')), ('diungkapkan', np.str_('VB')), ('Kepala', np.str_('NNP')), ('Badan', np.str_('NNP')), ('Kebijakan', np.str_('DT')), ('Perdagangan', np.str_('NNP')), ('Kemendag', np.str_('NNP')), ('Fajarini', np.str_('NNP')), ('Puntodewi', np.str_('NNP')), ('saat', np.str_('SC')), ('didapuk', np.str_('VB')), ('sebagai', np.str_('IN')), ('pembicara', np.str_('NN')), ('kunci', np.str_('NN')), ('pada', np.str_('IN')), ('acara', np.str_('NN')), ('Gambir', np.str_('NNP')), ('Trade', np.str_('NNP')), ('Talk', np.str_('NNP')), ('#17', np.str_('NUM')), ('di', np.str_('IN')), ('Hotel', np.str_('NNP')), ('Borobudur', np.str_('NNP')), (',', 'SYM'), ('Jakarta', np.str_('NNP')), ('Pusat', np.str_('NNP')), (',', 'SYM'), ('Selasa', np.str_('NNP')), ('(', 'SYM'), ('19/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Target', 'O'), ('itu', 'O'), ('diungkapkan', 'O'), ('Kepala', 'B-NOR'), ('Badan', 'I-NOR'), ('Kebijakan', 'I-NOR'), ('Perdagangan', 'I-NOR'), ('Kemendag', 'O'), ('Fajarini', 'O'), ('Puntodewi', 'O'), ('saat', 'O'), ('didapuk', 'O'), ('sebagai', 'O'), ('pembicara', 'O'), ('kunci', 'O'), ('pada', 'O'), ('acara', 'O'), ('Gambir', 'O'), ('Trade', 'O'), ('Talk', 'O'), ('#17', 'O'), ('di', 'O'), ('Hotel', 'O'), ('Borobudur', 'O'), ('Jakarta', 'O'), ('Pusat', 'O'), ('Selasa', 'O'), ('19/11/2024', 'O')]"
694,"“Jadi kami pun di Kementerian Perdagangan melakukan penghitungan, seandainya kita mendukung pertumbuhan perekonomian mencapai 8 %, maka (ditetapkan) target ekspor untuk lima tahun berikutnya,” kata Puntodewi.","[('""', 'SYM'), ('Jadi', np.str_('JJ')), ('kami', np.str_('PR')), ('pun', np.str_('RP')), ('di', np.str_('IN')), ('Kementerian', np.str_('NNP')), ('Perdagangan', np.str_('NNP')), ('melakukan', np.str_('VB')), ('penghitungan', np.str_('NN')), (',', 'SYM'), ('seandainya', np.str_('ADV')), ('kita', np.str_('PR')), ('mendukung', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('perekonomian', np.str_('NN')), ('mencapai', np.str_('VB')), ('8', np.str_('NUM')), ('%', np.str_('NUM')), (',', 'SYM'), ('maka', np.str_('SC')), ('(', 'SYM'), ('ditetapkan', np.str_('VB')), (')', 'SYM'), ('target', np.str_('NN')), ('ekspor', np.str_('NN')), ('untuk', np.str_('SC')), ('lima', np.str_('NUM')), ('tahun', np.str_('NN')), ('berikutnya', np.str_('JJ')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Puntodewi', np.str_('NNP')), ('.', 'SYM')]","[('Jadi', 'O'), ('kami', 'O'), ('pun', 'O'), ('di', 'O'), ('Kementerian', 'B-NOR'), ('Perdagangan', 'I-NOR'), ('melakukan', 'O'), ('penghitungan', 'O'), ('seandainya', 'O'), ('kita', 'O'), ('mendukung', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('perekonomian', 'I-ECONOMIC_INDICATOR'), ('mencapai', 'O'), ('8', 'B-PRC'), ('%', 'I-PRC'), ('maka', 'O'), ('ditetapkan', 'O'), ('target', 'O'), ('ekspor', 'O'), ('untuk', 'O'), ('lima', 'O'), ('tahun', 'O'), ('berikutnya', 'O'), ('kata', 'O'), ('Puntodewi', 'O')]"
695,"Tangkapan layar Youtube BKPerdag Kepala Badan Kebijakan Perdagangan Kemendag Fajarini Puntodewi saat didapuk sebagai pembicara kunci pada acara Gambir Trade Talk #17 di Hotel Borobudur, Jakarta Pusat, Selasa (19/11/2024).","[('Tangkapan', np.str_('NN')), ('layar', np.str_('NN')), ('Youtube', np.str_('NNP')), ('BKPerdag', np.str_('NNP')), ('Kepala', np.str_('NNP')), ('Badan', np.str_('NNP')), ('Kebijakan', np.str_('DT')), ('Perdagangan', np.str_('NNP')), ('Kemendag', np.str_('NNP')), ('Fajarini', np.str_('NNP')), ('Puntodewi', np.str_('NNP')), ('saat', np.str_('SC')), ('didapuk', np.str_('VB')), ('sebagai', np.str_('IN')), ('pembicara', np.str_('NN')), ('kunci', np.str_('NN')), ('pada', np.str_('IN')), ('acara', np.str_('NN')), ('Gambir', np.str_('NNP')), ('Trade', np.str_('NNP')), ('Talk', np.str_('NNP')), ('#17', np.str_('NUM')), ('di', np.str_('IN')), ('Hotel', np.str_('NNP')), ('Borobudur', np.str_('NNP')), (',', 'SYM'), ('Jakarta', np.str_('NNP')), ('Pusat', np.str_('NNP')), (',', 'SYM'), ('Selasa', np.str_('NNP')), ('(', 'SYM'), ('19/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Tangkapan', 'O'), ('layar', 'O'), ('Youtube', 'O'), ('BKPerdag', 'O'), ('Kepala', 'O'), ('Badan', 'O'), ('Kebijakan', 'O'), ('Perdagangan', 'O'), ('Kemendag', 'O'), ('Fajarini', 'O'), ('Puntodewi', 'O'), ('saat', 'O'), ('didapuk', 'O'), ('sebagai', 'O'), ('pembicara', 'O'), ('kunci', 'O'), ('pada', 'O'), ('acara', 'O'), ('Gambir', 'O'), ('Trade', 'O'), ('Talk', 'O'), ('#17', 'O'), ('di', 'O'), ('Hotel', 'O'), ('Borobudur', 'O'), ('Jakarta', 'O'), ('Pusat', 'O'), ('Selasa', 'O'), ('19/11/2024', 'O')]"
696,"Untuk tahun depan, Kemendag menargetkan pertumbuhan ekspor 7,1 % untuk mendukung pertumbuhan ekonomi 5,06 %.","[('Untuk', np.str_('SC')), ('tahun', np.str_('NN')), ('depan', np.str_('ADV')), (',', 'SYM'), ('Kemendag', np.str_('NNP')), ('menargetkan', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekspor', np.str_('NN')), ('7,1', np.str_('NUM')), ('%', np.str_('NUM')), ('untuk', np.str_('SC')), ('mendukung', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('5,06', np.str_('NUM')), ('%', np.str_('NUM')), ('.', 'SYM')]","[('Untuk', 'O'), ('tahun', 'O'), ('depan', 'O'), ('Kemendag', 'O'), ('menargetkan', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekspor', 'I-ECONOMIC_INDICATOR'), ('7,1', 'O'), ('%', 'O'), ('untuk', 'O'), ('mendukung', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekonomi', 'I-ECONOMIC_INDICATOR'), ('5,06', 'O'), ('%', 'O')]"
697,"Kemudian pada 2026, Kemendag menargetkan pertumbuhan ekspor 7,09 % untuk mendukung pertumbuhan ekonomi 5,79 %.","[('Kemudian', np.str_('CC')), ('pada', np.str_('IN')), ('2026', np.str_('NUM')), (',', 'SYM'), ('Kemendag', np.str_('NNP')), ('menargetkan', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekspor', np.str_('NN')), ('7,09', np.str_('NUM')), ('%', np.str_('NUM')), ('untuk', np.str_('SC')), ('mendukung', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('5,79', np.str_('NUM')), ('%', np.str_('NUM')), ('.', 'SYM')]","[('Kemudian', 'O'), ('pada', 'O'), ('2026', 'O'), ('Kemendag', 'O'), ('menargetkan', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekspor', 'I-ECONOMIC_INDICATOR'), ('7,09', 'O'), ('%', 'O'), ('untuk', 'O'), ('mendukung', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekonomi', 'I-ECONOMIC_INDICATOR'), ('5,79', 'O'), ('%', 'O')]"
698,"Pada 2027, target ekspor naik menjadi 7,89 %.","[('Pada', np.str_('IN')), ('2027', np.str_('NUM')), (',', 'SYM'), ('target', np.str_('NN')), ('ekspor', np.str_('NN')), ('naik', np.str_('VB')), ('menjadi', np.str_('VB')), ('7,89', np.str_('NUM')), ('%', np.str_('NUM')), ('.', 'SYM')]","[('Pada', 'O'), ('2027', 'O'), ('target', 'O'), ('ekspor', 'O'), ('naik', 'O'), ('menjadi', 'O'), ('7,89', 'O'), ('%', 'O')]"
699,"Puncaknya pada 2029, target ekspor naik 9,64 % untuk mendukung pertumbuhan ekonomi 8 %.","[('Puncak', np.str_('NN')), ('nya', np.str_('DT')), ('pada', np.str_('IN')), ('2029', np.str_('NUM')), (',', 'SYM'), ('target', np.str_('NN')), ('ekspor', np.str_('NN')), ('naik', np.str_('VB')), ('9,64', np.str_('NUM')), ('%', np.str_('NUM')), ('untuk', np.str_('SC')), ('mendukung', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('8', np.str_('NUM')), ('%', np.str_('NUM')), ('.', 'SYM')]","[('Puncak', 'O'), ('nya', 'O'), ('pada', 'O'), ('2029', 'O'), ('target', 'O'), ('ekspor', 'O'), ('naik', 'O'), ('9,64', 'O'), ('%', 'O'), ('untuk', 'O'), ('mendukung', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekonomi', 'I-ECONOMIC_INDICATOR'), ('8', 'O'), ('%', 'O')]"
700,"“Jadi (target ekspor) antara 7,1 hingga 9,64 %.","[('""', 'SYM'), ('Jadi', np.str_('JJ')), ('(', 'SYM'), ('target', np.str_('NN')), ('ekspor', np.str_('NN')), (')', 'SYM'), ('antara', np.str_('IN')), ('7,1', np.str_('NUM')), ('hingga', np.str_('IN')), ('9,64', np.str_('NUM')), ('%', np.str_('NUM')), ('.', 'SYM')]","[('Jadi', 'O'), ('target', 'O'), ('ekspor', 'O'), ('antara', 'O'), ('7,1', 'O'), ('hingga', 'O'), ('9,64', 'O'), ('%', 'O')]"
701,"Nah ini merupakan satu target yang cukup luar biasa,” kata Fajarini.","[('Nah', np.str_('UH')), ('ini', np.str_('DT')), ('merupakan', np.str_('VB')), ('satu', np.str_('NUM')), ('target', np.str_('NN')), ('yang', np.str_('PR')), ('cukup', np.str_('ADV')), ('luar', np.str_('NN')), ('biasa', np.str_('JJ')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Fajarini', np.str_('NNP')), ('.', 'SYM')]","[('Nah', 'O'), ('ini', 'O'), ('merupakan', 'O'), ('satu', 'B-CRD'), ('target', 'O'), ('yang', 'O'), ('cukup', 'O'), ('luar', 'O'), ('biasa', 'O'), ('kata', 'O'), ('Fajarini', 'O')]"
